Make,Model,Year,Total,Pass,Pass %,Fail,Fail %,area1,area2,area3,area4,area5,area6,area7,area8,area9,area10,area11,area12,area13,area14,area15,area16,area17,area18,area19,area20,area21,area22,area23,area24,area25,area26,Incomplete,Incomplete %
ALFA ROMEO,OTHER,2004.00,16.00,4.00,25.00,12.00,75.00,4.00,25.00,4.00,25.00,8.00,50.00,1.00,6.30,3.00,18.80,2.00,12.50,5.00,31.30,8.00,50.00,0.00,0.00,3.00,18.80,2.00,12.50,1.00,6.30,0.00,0.00,0.00,0.00
ALFA ROMEO,OTHER,2005.00,5.00,1.00,20.00,4.00,80.00,0.00,0.00,1.00,20.00,3.00,60.00,2.00,40.00,1.00,20.00,0.00,0.00,0.00,0.00,3.00,60.00,0.00,0.00,0.00,0.00,2.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00
ALFA ROMEO,OTHER,2006.00,2.00,0.00,0.00,2.00,100.00,0.00,0.00,1.00,50.00,1.00,50.00,0.00,0.00,0.00,0.00,1.00,50.00,0.00,0.00,1.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ALFA ROMEO,OTHER,2008.00,1.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ALFA ROMEO,OTHER,2009.00,13.00,6.00,46.20,7.00,53.80,2.00,15.40,0.00,0.00,6.00,46.20,3.00,23.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,38.50,0.00,0.00,3.00,23.10,0.00,0.00,0.00,0.00,0.00,0.00
ALFA ROMEO,OTHER,2010.00,26.00,14.00,53.80,12.00,46.20,3.00,11.50,1.00,3.80,4.00,15.40,0.00,0.00,3.00,11.50,3.00,11.50,0.00,0.00,2.00,7.70,3.00,11.50,1.00,3.80,1.00,3.80,0.00,0.00,0.00,0.00,0.00,0.00
ALFA ROMEO,OTHER,2011.00,43.00,28.00,65.10,15.00,34.90,4.00,9.30,4.00,9.30,2.00,4.70,3.00,7.00,5.00,11.60,1.00,2.30,0.00,0.00,2.00,4.70,2.00,4.70,1.00,2.30,2.00,4.70,0.00,0.00,0.00,0.00,0.00,0.00
ALFA ROMEO,OTHER,2012.00,37.00,21.00,56.80,16.00,43.20,6.00,16.20,4.00,10.80,1.00,2.70,1.00,2.70,3.00,8.10,2.00,5.40,0.00,0.00,0.00,0.00,2.00,5.40,2.00,5.40,0.00,0.00,1.00,2.70,0.00,0.00,0.00,0.00
ALFA ROMEO,OTHER,2013.00,12.00,7.00,58.30,5.00,41.70,1.00,8.30,0.00,0.00,0.00,0.00,0.00,0.00,2.00,16.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,8.30,0.00,0.00,1.00,8.30,0.00,0.00,0.00,0.00
ALFA ROMEO,OTHER,2014.00,28.00,21.00,75.00,7.00,25.00,2.00,7.10,0.00,0.00,2.00,7.10,1.00,3.60,3.00,10.70,0.00,0.00,0.00,0.00,0.00,0.00,2.00,7.10,1.00,3.60,1.00,3.60,0.00,0.00,0.00,0.00,0.00,0.00
ALFA ROMEO,OTHER,2015.00,2.00,2.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ALFA ROMEO,SPIDER,1984.00,4.00,0.00,0.00,4.00,100.00,1.00,25.00,4.00,100.00,0.00,0.00,1.00,25.00,2.00,50.00,0.00,0.00,1.00,25.00,0.00,0.00,0.00,0.00,3.00,75.00,1.00,25.00,1.00,25.00,0.00,0.00,0.00,0.00
ALFA ROMEO,SPIDER,1986.00,2.00,1.00,50.00,1.00,50.00,1.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ALFA ROMEO,SPIDER,1988.00,1.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ALFA ROMEO,SPIDER,1989.00,2.00,1.00,50.00,1.00,50.00,1.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ALFA ROMEO,SPIDER,1990.00,3.00,2.00,66.70,1.00,33.30,0.00,0.00,1.00,33.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ALFA ROMEO,SPIDER,1991.00,2.00,1.00,50.00,1.00,50.00,1.00,50.00,1.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ALFA ROMEO,SPIDER,1992.00,1.00,0.00,0.00,1.00,100.00,1.00,100.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ALFA ROMEO,SPIDER,1993.00,1.00,0.00,0.00,1.00,100.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ALFA ROMEO,SPIDER,1996.00,3.00,1.00,33.30,2.00,66.70,1.00,33.30,2.00,66.70,1.00,33.30,1.00,33.30,1.00,33.30,1.00,33.30,1.00,33.30,1.00,33.30,1.00,33.30,0.00,0.00,1.00,33.30,1.00,33.30,0.00,0.00,0.00,0.00
ALFA ROMEO,SPIDER,1997.00,5.00,2.00,40.00,3.00,60.00,0.00,0.00,1.00,20.00,2.00,40.00,1.00,20.00,0.00,0.00,1.00,20.00,0.00,0.00,1.00,20.00,1.00,20.00,0.00,0.00,2.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00
ALFA ROMEO,SPIDER,1998.00,11.00,4.00,36.40,7.00,63.60,1.00,9.10,0.00,0.00,2.00,18.20,1.00,9.10,1.00,9.10,2.00,18.20,0.00,0.00,1.00,9.10,2.00,18.20,0.00,0.00,2.00,18.20,2.00,18.20,0.00,0.00,0.00,0.00
ALFA ROMEO,SPIDER,1999.00,9.00,5.00,55.60,4.00,44.40,1.00,11.10,0.00,0.00,2.00,22.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,22.20,0.00,0.00,0.00,0.00,1.00,11.10,0.00,0.00,0.00,0.00,0.00,0.00
ALFA ROMEO,SPIDER,2000.00,8.00,4.00,50.00,4.00,50.00,1.00,12.50,2.00,25.00,2.00,25.00,0.00,0.00,1.00,12.50,0.00,0.00,0.00,0.00,2.00,25.00,0.00,0.00,0.00,0.00,3.00,37.50,0.00,0.00,0.00,0.00,0.00,0.00
ALFA ROMEO,SPIDER,2001.00,5.00,3.00,60.00,2.00,40.00,0.00,0.00,0.00,0.00,1.00,20.00,1.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,20.00,0.00,0.00,0.00,0.00,1.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00
ALFA ROMEO,SPIDER,2002.00,2.00,1.00,50.00,1.00,50.00,0.00,0.00,1.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ALFA ROMEO,SPIDER,2003.00,1.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ALFA ROMEO,SPIDER,2007.00,1.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,1.00,100.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00
ALFA ROMEO,SPIDER,2008.00,3.00,2.00,66.70,1.00,33.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,33.30,1.00,33.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ASQUITH,OTHER,1997.00,2.00,0.00,0.00,2.00,100.00,1.00,50.00,1.00,50.00,2.00,100.00,0.00,0.00,1.00,50.00,1.00,50.00,1.00,50.00,2.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ASTON MARTIN,DB9,2005.00,1.00,0.00,0.00,1.00,100.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ASTON MARTIN,DB9,2010.00,1.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ASTON MARTIN,DB9,2011.00,1.00,0.00,0.00,1.00,100.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ASTON MARTIN,OTHER,1995.00,2.00,0.00,0.00,2.00,100.00,2.00,100.00,0.00,0.00,1.00,50.00,2.00,100.00,1.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,50.00,0.00,0.00,2.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00
ASTON MARTIN,OTHER,1998.00,1.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00
ASTON MARTIN,OTHER,1999.00,2.00,1.00,50.00,1.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ASTON MARTIN,OTHER,2000.00,2.00,1.00,50.00,1.00,50.00,0.00,0.00,0.00,0.00,1.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ASTON MARTIN,OTHER,2002.00,2.00,1.00,50.00,1.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ASTON MARTIN,OTHER,2003.00,2.00,1.00,50.00,1.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ASTON MARTIN,OTHER,2004.00,1.00,0.00,0.00,1.00,100.00,1.00,100.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00
ASTON MARTIN,OTHER,2005.00,14.00,4.00,28.60,10.00,71.40,5.00,35.70,5.00,35.70,1.00,7.10,0.00,0.00,1.00,7.10,0.00,0.00,0.00,0.00,1.00,7.10,0.00,0.00,1.00,7.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ASTON MARTIN,OTHER,2006.00,14.00,11.00,78.60,3.00,21.40,1.00,7.10,0.00,0.00,0.00,0.00,1.00,7.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,7.10,1.00,7.10,1.00,7.10,0.00,0.00,0.00,0.00
ASTON MARTIN,OTHER,2007.00,9.00,7.00,77.80,2.00,22.20,2.00,22.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ASTON MARTIN,OTHER,2008.00,4.00,2.00,50.00,2.00,50.00,2.00,50.00,1.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ASTON MARTIN,OTHER,2009.00,2.00,2.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ASTON MARTIN,OTHER,2010.00,2.00,0.00,0.00,2.00,100.00,1.00,50.00,1.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ASTON MARTIN,OTHER,2012.00,1.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ASTON MARTIN,VANQUISH,2003.00,1.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ASTON MARTIN,VANTAGE,2007.00,1.00,0.00,0.00,1.00,100.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ASTON MARTIN,VANTAGE,2008.00,1.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ASTON MARTIN,VANTAGE,2014.00,1.00,0.00,0.00,1.00,100.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AUDI,100.00,1983.00,1.00,0.00,0.00,1.00,100.00,0.00,0.00,1.00,100.00,0.00,0.00,1.00,100.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00
AUDI,100.00,1984.00,2.00,0.00,0.00,2.00,100.00,2.00,100.00,1.00,50.00,1.00,50.00,0.00,0.00,0.00,0.00,1.00,50.00,1.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,100.00,0.00,0.00,0.00,0.00
AUDI,100.00,1986.00,2.00,0.00,0.00,2.00,100.00,0.00,0.00,1.00,50.00,0.00,0.00,2.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00
AUDI,100.00,1987.00,1.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AUDI,100.00,1988.00,1.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AUDI,100.00,1989.00,2.00,0.00,0.00,2.00,100.00,1.00,50.00,1.00,50.00,1.00,50.00,1.00,50.00,1.00,50.00,1.00,50.00,0.00,0.00,2.00,100.00,0.00,0.00,0.00,0.00,1.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00
AUDI,100.00,1990.00,2.00,0.00,0.00,2.00,100.00,2.00,100.00,1.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AUDI,100.00,1992.00,2.00,2.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AUDI,100.00,1994.00,1.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00
AUDI,200.00,1989.00,3.00,2.00,66.70,1.00,33.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,33.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AUDI,200.00,1990.00,1.00,0.00,0.00,1.00,100.00,0.00,0.00,1.00,100.00,0.00,0.00,1.00,100.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00
AUDI,80.00,1984.00,3.00,2.00,66.70,1.00,33.30,0.00,0.00,1.00,33.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,33.30,1.00,33.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AUDI,80.00,1985.00,3.00,1.00,33.30,2.00,66.70,2.00,66.70,1.00,33.30,0.00,0.00,0.00,0.00,0.00,0.00,1.00,33.30,1.00,33.30,0.00,0.00,0.00,0.00,0.00,0.00,1.00,33.30,0.00,0.00,0.00,0.00,0.00,0.00
AUDI,80.00,1986.00,2.00,1.00,50.00,1.00,50.00,0.00,0.00,1.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,50.00,0.00,0.00,0.00,0.00
AUDI,80.00,1987.00,6.00,3.00,50.00,3.00,50.00,1.00,16.70,0.00,0.00,1.00,16.70,1.00,16.70,1.00,16.70,2.00,33.30,2.00,33.30,1.00,16.70,0.00,0.00,1.00,16.70,2.00,33.30,1.00,16.70,0.00,0.00,0.00,0.00
AUDI,80.00,1988.00,1.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AUDI,80.00,1989.00,4.00,1.00,25.00,3.00,75.00,1.00,25.00,1.00,25.00,2.00,50.00,0.00,0.00,1.00,25.00,1.00,25.00,0.00,0.00,2.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AUDI,80.00,1990.00,7.00,4.00,57.10,3.00,42.90,0.00,0.00,0.00,0.00,1.00,14.30,2.00,28.60,0.00,0.00,0.00,0.00,0.00,0.00,1.00,14.30,0.00,0.00,0.00,0.00,2.00,28.60,1.00,14.30,0.00,0.00,0.00,0.00
AUDI,80.00,1991.00,4.00,2.00,50.00,2.00,50.00,0.00,0.00,2.00,50.00,0.00,0.00,1.00,25.00,0.00,0.00,1.00,25.00,0.00,0.00,0.00,0.00,1.00,25.00,0.00,0.00,1.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00
AUDI,80.00,1992.00,12.00,6.00,50.00,6.00,50.00,1.00,8.30,2.00,16.70,3.00,25.00,1.00,8.30,2.00,16.70,1.00,8.30,0.00,0.00,3.00,25.00,0.00,0.00,0.00,0.00,2.00,16.70,0.00,0.00,0.00,0.00,0.00,0.00
AUDI,80.00,1993.00,28.00,13.00,46.40,15.00,53.60,7.00,25.00,12.00,42.90,3.00,10.70,6.00,21.40,6.00,21.40,2.00,7.10,2.00,7.10,3.00,10.70,1.00,3.60,1.00,3.60,6.00,21.40,1.00,3.60,0.00,0.00,0.00,0.00
AUDI,80.00,1994.00,23.00,11.00,47.80,12.00,52.20,3.00,13.00,7.00,30.40,7.00,30.40,1.00,4.30,3.00,13.00,4.00,17.40,3.00,13.00,5.00,21.70,3.00,13.00,0.00,0.00,4.00,17.40,3.00,13.00,0.00,0.00,0.00,0.00
AUDI,80.00,1995.00,14.00,5.00,35.70,9.00,64.30,5.00,35.70,4.00,28.60,1.00,7.10,3.00,21.40,1.00,7.10,1.00,7.10,3.00,21.40,1.00,7.10,0.00,0.00,1.00,7.10,3.00,21.40,1.00,7.10,0.00,0.00,0.00,0.00
AUDI,80.00,1996.00,2.00,1.00,50.00,1.00,50.00,0.00,0.00,0.00,0.00,1.00,50.00,1.00,50.00,0.00,0.00,1.00,50.00,1.00,50.00,1.00,50.00,1.00,50.00,0.00,0.00,1.00,50.00,1.00,50.00,0.00,0.00,0.00,0.00
AUDI,90.00,1984.00,1.00,0.00,0.00,1.00,100.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AUDI,90.00,1988.00,1.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,100.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00
AUDI,A1,2010.00,18.00,11.00,61.10,7.00,38.90,3.00,16.70,0.00,0.00,2.00,11.10,0.00,0.00,5.00,27.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AUDI,A1,2011.00,98.00,68.00,69.40,30.00,30.60,2.00,2.00,3.00,3.10,5.00,5.10,2.00,2.00,17.00,17.30,6.00,6.10,1.00,1.00,2.00,2.00,1.00,1.00,3.00,3.10,1.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00
AUDI,A1,2012.00,337.00,241.00,71.50,96.00,28.50,16.00,4.70,15.00,4.50,7.00,2.10,6.00,1.80,67.00,19.90,2.00,0.60,1.00,0.30,1.00,0.30,4.00,1.20,12.00,3.60,6.00,1.80,1.00,0.30,3.00,0.90,0.00,0.00
AUDI,A1,2013.00,81.00,55.00,67.90,26.00,32.10,3.00,3.70,3.00,3.70,1.00,1.20,0.00,0.00,21.00,25.90,0.00,0.00,2.00,2.50,1.00,1.20,2.00,2.50,2.00,2.50,0.00,0.00,1.00,1.20,0.00,0.00,0.00,0.00
AUDI,A1,2014.00,355.00,256.00,72.10,99.00,27.90,11.00,3.10,11.00,3.10,2.00,0.60,2.00,0.60,83.00,23.40,1.00,0.30,0.00,0.00,3.00,0.80,1.00,0.30,4.00,1.10,1.00,0.30,1.00,0.30,0.00,0.00,1.00,0.30
AUDI,A1,2015.00,28.00,21.00,75.00,7.00,25.00,1.00,3.60,0.00,0.00,0.00,0.00,0.00,0.00,5.00,17.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,3.60,0.00,0.00,0.00,0.00,1.00,3.60,0.00,0.00
AUDI,A2,2000.00,10.00,5.00,50.00,5.00,50.00,0.00,0.00,3.00,30.00,1.00,10.00,1.00,10.00,0.00,0.00,2.00,20.00,0.00,0.00,1.00,10.00,1.00,10.00,1.00,10.00,1.00,10.00,1.00,10.00,0.00,0.00,0.00,0.00
AUDI,A2,2001.00,86.00,36.00,41.90,50.00,58.10,9.00,10.50,15.00,17.40,16.00,18.60,10.00,11.60,13.00,15.10,11.00,12.80,1.00,1.20,7.00,8.10,10.00,11.60,8.00,9.30,16.00,18.60,10.00,11.60,1.00,1.20,0.00,0.00
AUDI,A2,2002.00,66.00,24.00,36.40,42.00,63.60,6.00,9.10,12.00,18.20,18.00,27.30,9.00,13.60,17.00,25.80,10.00,15.20,1.00,1.50,10.00,15.20,7.00,10.60,5.00,7.60,16.00,24.20,4.00,6.10,0.00,0.00,0.00,0.00
AUDI,A2,2003.00,46.00,18.00,39.10,28.00,60.90,5.00,10.90,8.00,17.40,8.00,17.40,6.00,13.00,9.00,19.60,6.00,13.00,1.00,2.20,4.00,8.70,2.00,4.30,3.00,6.50,8.00,17.40,9.00,19.60,0.00,0.00,0.00,0.00
AUDI,A2,2004.00,44.00,13.00,29.50,31.00,70.50,4.00,9.10,13.00,29.50,2.00,4.50,10.00,22.70,9.00,20.50,4.00,9.10,0.00,0.00,1.00,2.30,1.00,2.30,5.00,11.40,16.00,36.40,5.00,11.40,0.00,0.00,0.00,0.00
AUDI,A2,2005.00,19.00,8.00,42.10,11.00,57.90,1.00,5.30,3.00,15.80,5.00,26.30,4.00,21.10,3.00,15.80,2.00,10.50,0.00,0.00,4.00,21.10,1.00,5.30,0.00,0.00,4.00,21.10,2.00,10.50,0.00,0.00,0.00,0.00
AUDI,A3,1996.00,1.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AUDI,A3,1997.00,5.00,2.00,40.00,3.00,60.00,1.00,20.00,1.00,20.00,0.00,0.00,0.00,0.00,1.00,20.00,1.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AUDI,A3,1998.00,14.00,3.00,21.40,11.00,78.60,4.00,28.60,3.00,21.40,1.00,7.10,3.00,21.40,4.00,28.60,1.00,7.10,0.00,0.00,3.00,21.40,0.00,0.00,1.00,7.10,4.00,28.60,0.00,0.00,0.00,0.00,0.00,0.00
